description,genre
dark needs at night s edge bestselling author kresley cole continues her seductive immortals after dark series with this tale of a vampire shunned even by his own kind and a beautiful phantom bound together by a passion they cannot resist a raven haired temptress of the dark n omi laress a famous ballerina from a past century became a phantom the night she was murdered imbued with otherworldly powers but invisible to the living she haunts her beloved home scaring away trespassers until she encounters a ruthless immortal even more terrifying than n omi herself a vampire warrior consumed by madness to prevent him from harming others conrad wroth s brothers imprison him in an abandoned manor but there a female only he can see seems determined to drive him further into madness the exquisite creature torments him with desire leaving his body racked with lust and his soul torn as he finds himself coveting her for his own how far will he go to claim her yet even if conrad can win n omi evil still surrounds her once he returns to the brutality of his past to protect her will he succumb to the dark needs seething inside him,Fantasy
intertwined there s something about the new guy at crossroads high most sixteen year olds have friends aden stone has four human souls living inside him one can time travel one can raise the dead one can possess another human one can tell the future everyone thinks he s crazy which is why he s spent his entire life shuffled between mental institutions and juvie all of that is about to change however for months aden has been having visions of a beautiful girl a girl who carries centuries old secrets a girl who will either save him or destroy him together they ll enter a dark world of intrigue and danger but not everyone will come out alive,Fantasy
the art of racing in the rain enzo knows he is different from other dogs a philosopher with a nearly human soul and an obsession with opposable thumbs he has educated himself by watching television extensively and by listening very closely to the words of his master denny swift an up and coming race car driver through denny enzo has gained tremendous insight into the human condition and he sees that life like racing isn t simply about going fast on the eve of his death enzo takes stock of his life recalling all that he and his family have been through a heart wrenching but deeply funny and ultimately uplifting story of family love loyalty and hope the art of racing in the rain is a beautifully crafted and captivating look at the wonders and absurdities of human life as only a dog could tell it,Fantasy
end of watch the spectacular finale to the new york times bestselling trilogy that began with mr mercedes winner of the edgar award and finders keepers in end of watch the diabolical mercedes killer drives his enemies to suicide and if bill hodges and holly gibney don t figure out a way to stop him they ll be victims themselves in room 217 of the lakes region traumatic brain injury clinic something has awakened something evil brady hartsfield perpetrator of the mercedes massacre where eight people were killed and many more were badly injured has been in the clinic for five years in a vegetative state according to his doctors anything approaching a complete recovery is unlikely but behind the drool and stare brady is awake and in possession of deadly new powers that allow him to wreak unimaginable havoc without ever leaving his hospital room retired police detective bill hodges the unlikely hero of mr mercedes and finders keepers now runs an investigation agency with his partner holly gibney the woman who delivered the blow to hartsfield s head that put him on the brain injury ward when bill and holly are called to a suicide scene with ties to the mercedes massacre they find themselves pulled into their most dangerous case yet one that will put their lives at risk as well as those of bill s heroic young friend jerome robinson and his teenage sister barbara brady hartsfield is back and planning revenge not just on hodges and his friends but on an entire city in end of watch stephen king brings the hodges trilogy to a sublimely terrifying conclusion combining the detective fiction of mr mercedes and finders keepers with the heart pounding supernatural suspense that has been his bestselling trademark the result is an unnerving look at human vulnerability and chilling suspense no one does it better than king,Mystery
someone like you halley has always followed in the wake of her best friend scarlett but when scarlett learns that her boyfriend has been killed in a motorcycle accident and that she s carrying his baby she s devastated for the first time ever scarlett really needs halley their friendship may bend under the weight but it ll never break because a true friendship is a promise you keep forever,Romance
mindspeak she was created for a purpose so revolutionary someone was willing to kill for it seventeen year old lexi matthews keeps two secrets from her elite boarding school classmates she s the daughter of a famous and controversial geneticist and she can influence people s thoughts but after new student jack deweese heals her broken arm with an anything but simple touch he forces lexi to face a new reality her abilities reach much further than speaking to the minds of others after lexi s father goes missing and she receives threatening emails she can t decide whether to fall into jack s arms or run and hide as lexi seeks answers to what she and jack are she discovers a truth more unsettling than anything her science books can teach and letting jack into her life of secrets is not only a threat to her very existence but it just might break her heart wide open,Fantasy
khan empire of silver the great khan is dead his vast empire hangs in the balance an empire he forged with raw courage guile tactical brilliance unswerving dedication to his people and the force of his own indomitable will now the very qualities that united the fierce mongol tribes threaten to tear them apart as the heirs of genghis maneuver for dominance in the end only one can command the empire of silver conn iggulden s 1 internationally bestselling epics of historical fiction have enthralled millions of readers around the world in his spectacular novels about the life and legacy of genghis khan he has traced the path of the legendary conqueror from the harsh grasslands of his youth to the pinnacle of an unprecedented empire now even as they struggle for supremacy among themselves genghis s sons and grandsons extend the reach of his vision taking their armies farther than ever before into southern china and across the steppes and rugged mountains of russia to the vulnerable heart of europe where they will face the most courageous warriors the west commands genghis s tough and canny heir ogedai is on the verge of being proclaimed the new khan but ogedai has mysteriously delayed his coronation ceremony to complete a fantastic project many deem a folly the building of karakorum a magnificent city amid the wild plains his puzzling decision emboldens his arrogant brother chagetai to violently challenge him while their noble sibling tolui and his beautiful wily wife sorhatani will be caught between the two chagetai s attempt at rebellion reveals shocking truths about ogedai s health and imperiled future as one brother awaits his fate another awaits his moment to seize power while spies and assassins play out the ambitions and destinies of their masters with his celebrated synthesis of riveting storytelling and peerless historical detail conn iggulden takes his saga of the great mongol khans to unforgettable new heights bringing these fabled conquerors and their singular people to vivid life for a new generation of readers,Historical Fiction
don t close your eyes bartender and college track star known as micro machine kinsley hayes most pressing priorities are having the fastest times on the stopwatch and choosing between internships before graduation when she runs through the crosshairs of a shady stranger the encounter jolts kinsley into the real world leaving her mystified by a man who toyed with her temper and teased her toward temptation who is he will she ever see him again the enigmatic man reappears in kinsley s life as a secret admirer re igniting their love hate dynamic meanwhile her best friend s brother home from the mideast wars sings to her soul and reveals his burning desire to be more than friends when inferno threatens kinsley a lethal hitman and a disgraced seal pause their competition for her heart and join forces to protect the woman they want from the nefarious biker gang s sinister plans but kinsley has no idea that the men she s torn between hide a dark dilemma that will make her question everything she thought she knew about them and herself set in the tropical locales of florida this dual pov romantic suspense series unravels kinsley s risky battle for romance as she s twisted into a love triangle and death defying conflicts with a seedy underground when love is a killer don t close your eyes,Thriller
the eagle and the raven spanning three generations this historical novel tells the tale of boudicca the most famous warrior of ancient britain and caradoc the son of a celtic king who sets out to unite the people of the raven and lead them against rome caradoc s objective is not easily accomplished as the roman army advances into britain raping celtic women and burning villages to the ground his efforts are also met with fierce opposition from aricia the vain queen of a northern tribe who swears allegiance to the romans after caradoc slights her and from gladys caradoc s warrior sister who falls in love with her roman captor unfortunately caradoc s endeavors are left unresolved when he is taken prisoner but boudicca a strong willed woman ultimately takes up the cause that was caradoc s legacy,Historical Fiction
the old man and the wasteland forty years after the destruction of civilization man is reduced to salvaging the ruins of a broken world one man s most prized possession is hemingway s classic the old man and the sea with the words of the novel echoing across the wasteland a survivor of the nuclear holocaust journeys into the unknown to break a curse what follows is an incredible tale of survival and endurance one man must survive the desert wilderness and mankind gone savage to discover the truth of hemingway s classic tale of man versus nature part hemingway part cormac mccarthy s the road a suspenseful odyssey into the dark heart of the post apocalyptic american southwest a book lover s action flick,Science Fiction
two truths and a lie sutton mercer watches from the afterlife as her long lost twin emma paxton takes over her identity to solve her murder but after ruling out her early leads emma still hasn t found sutton s killer a lot of people wanted her dead but one name keeps popping up thayer vega when the gorgeous and mysterious thayer returns to town emma has to move fast to figure out whether he s back for revenge or if he already got it set in a town where friends can turn into dangerous enemies and everyone harbors dark secrets the lying game is a juicy new series that fans of the 1 new york times bestselling pretty little liars series and the hit abc family show will love,Mystery
barking up the wrong tree the surprising science behind why everything you know about success is mostly wrong much of the advice we ve been told about achievement is logical earnest and downright wrong in barking up the wrong tree eric barker reveals the extraordinary science behind what actually determines success and most importantly how anyone can achieve it you ll learn why valedictorians rarely become millionaires and how your biggest weakness might actually be your greatest strength whether nice guys finish last and why the best lessons about cooperation come from gang members pirates and serial killers why trying to increase confidence fails and how buddhist philosophy holds a superior solution the secret ingredient to grit that navy seals and disaster survivors leverage to keep going how to find work life balance using the strategy of genghis khan the errors of albert einstein and a little lesson from spider manby looking at what separates the extremely successful from the rest of us we learn what we can do to be more like them and find out in some cases why it s good that we aren t barking up the wrong tree draws on startling statistics and surprising anecdotes to help you understand what works and what doesn t so you can stop guessing at success and start living the life you want,Mystery
the everafter war the grimm family is caught in the midst of a war in the seventh installment of the beloved new york times bestselling sisters grimm series after two years trapped in enchanted sleep daphne and sabrina s parents are finally free unfortunately they ve awoken to chaos in ferryport landing prince charming and his band of rebels are in hiding plotting war against the master and his henchmen at first sabrina is thrilled to have her family back but after calling the shots for so long she has forgotten how different and challenging life with parents can be meanwhile the master has dark plans for the grimms the family will finally come face to face with their tormentor and a betrayal so deep that it will change their world forever,Fantasy
crown duel battle on and off the field with sword and fan with might and manners it begins in a cold and shabby tower room where young countess meliara swears to her dying father that she and her brother will defend their people from the growing greed of the king that promise leads them into a war for which they are ill prepared a war that threatens the homes and lives of the very people they are trying to protect but war is simple compared to what follows when the bloody fighting is done and a fragile peace is at hand although she wants to turn her back on politics and the crown meliara is summoned to the royal palace there she soon discovers friends and enemies look alike and intrigue fills the dance halls and the drawing rooms if she is to survive meliara must learn a whole new way of fighting with wit and words and secret alliances in war at least she knew whom she could trust now she can trust no one the firebird edition of crown duel combines the hardcover editions of crown duel and court duel and features a never before published story by sherwood smith,Fantasy
rockapocalypse a disharmony of justice 1974 it started out as a typical summer in a small southern town for 15 yr old pete travers and his friends until the real rock stars showed up real dead that is when bizarre occurrences unexplained disappearances and outpourings of prejudice become frequent in harper s mill the four friends discover they ve been destined for a gig far more challenging than anything they ever imagined the rockers join forces with the four teens to rid the town of a hatred so intense it has bred its own evil in the most unlikely of places but will they succeed 2011 thirty seven years later record industry mogul peter travers lies in a coma as the result of a horrific auto accident as he teeters between life and death he relives the life changing events from the past in his mind when his friends reunite to stand watch and offer their support they realize peter s auto crash was no accident they also discover that the powers that saved them all those years ago have returned but the question that burns in their hearts is why the power of music s timeless message the bonds of friendship and a gift from god culminate in a cataclysmic battle that reaches to the gates of heaven is their faith strong enough to protect peter and his family from the evil force that struggles to claim what he deems rightfully his peter s very soul,Mystery
the color of water a black man s tribute to his white mother touches readers of all colors as a vivid portrait of growing up a haunting meditation on race and identity and a lyrical valentine to a mother from her son who is ruth mcbride jordan a self declared light skinned woman evasive about her ethnicity yet steadfast in her love for her twelve black children james mcbride journalist musician and son explores his mother s past as well as his own upbringing and heritage in a poignant and powerful debut the color of water a black man s tribute to his white mother the son of a black minister and a woman who would not admit she was white james mcbride grew up in orchestrated chaos with his eleven siblings in the poor all black projects of red hook brooklyn mommy a fiercely protective woman with dark eyes full of pep and fire herded her brood to manhattan s free cultural events sent them off on buses to the best and mainly jewish schools demanded good grades and commanded respect as a young man mcbride saw his mother as a source of embarrassment worry and confusion and reached thirty before he began to discover the truth about her early life and long buried pain in the color of water mcbride retraces his mother s footsteps and through her searing and spirited voice recreates her remarkable story the daughter of a failed itinerant orthodox rabbi she was born rachel shilsky actually ruchel dwara zylska in poland on april 1 1921 fleeing pogroms her family emigrated to america and ultimately settled in suffolk virginia a small town where anti semitism and racial tensions ran high with candor and immediacy ruth describes her parents loveless marriage her fragile handicapped mother her cruel sexually abusive father and the rest of the family and life she abandoned at seventeen after fleeing virginia and settling in new york city ruth married a black minister and founded the all black new brown memorial baptist church in her red hook living room god is the color of water ruth mcbride taught her children firmly convinced that life s blessings and life s values transcend race twice widowed and continually confronting overwhelming adversity and racism ruth s determination drive and discipline saw her dozen children through college and most through graduate school at age 65 she herself received a degree in social work from temple university interspersed throughout his mother s compelling narrative mcbride shares candid recollections of his own experiences as a mixed race child of poverty his flirtations with drugs and violence and his eventual self realization and professional success the color of water touches readers of all colors as a vivid portrait of growing up a haunting meditation on race and identity and a lyrical valentine to a mother from her son,Romance
majesty is america ready for its first queen power is intoxicating like first love it can leave you breathless princess beatrice was born with it princess samantha was born with less some like nina gonzalez are pulled into it and a few will claw their way in ahem we re looking at you daphne deighton as america adjusts to the idea of a queen on the throne beatrice grapples with everything she lost when she gained the ultimate crown samantha is busy living up to her party princess persona and maybe adding a party prince by her side nina is trying to avoid the palace and prince jefferson at all costs and a dangerous secret threatens to undo all of daphne s carefully laid marry prince jefferson plans a new reign has begun,Romance
eichmann in jerusalem a report on the banality of evil originally appearing as a series of articles in the new yorker hannah arendt s authoritative and stunning report on the trial of nazi leader adolf eichmann sparked a flurry of debate upon its publication this revised edition includes material that came to light after the trial as well as arendt s postscript directly addressing the controversy that arose over her account a major journalistic triumph by an intellectual of singular influence eichmann in jerusalem is as shocking as it is informative an unflinching look at one of the most unsettling and unsettled issues of the twentieth century that remains hotly debated to this day,Historical Fiction
glass sword if there s one thing mare barrow knows it s that she s different mare barrow s blood is red the color of common folk but her silver ability the power to control lightning has turned her into a weapon that the royal court tries to control the crown calls her an impossibility a fake but as she makes her escape from maven the prince the friend who betrayed her mare uncovers something startling she is not the only one of her kind pursued by maven now a vindictive king mare sets out to find and recruit other red and silver fighters to join in the struggle against her oppressors but mare finds herself on a deadly path at risk of becoming exactly the kind of monster she is trying to defeat will she shatter under the weight of the lives that are the cost of rebellion or have treachery and betrayal hardened her forever the electrifying next installment in the red queen series escalates the struggle between the growing rebel army and the blood segregated world they ve always known and pits mare against the darkness that has grown in her soul,Fantasy
drood drood is the name and nightmare that obsesses charles dickens for the last five years of his life on june 9 1865 dickens and his mistress are secretly returning to london when their express train hurtles over a gap in a trestle all of the first class carriages except the one carrying dickens are smashed to bits in the valley below when dickens descends into that valley to confront the dead and dying his life will be changed forever and at the core of that ensuing five year nightmare is drood the name that dickens whispers to his friend wilkie collins a laudanum addict and lesser novelist collins flouts victorian sensibilities by living with one mistress while having a child with another but he may be the only man on earth with whom dickens can share the secret of drood increasingly obsessed with crypts cemeteries and the precise length of time it would take for a corpse to dissolve in a lime pit dickens ceases writing for four years and wanders the worst slums and catacombs of london at night while staging public readings during the day gruesome readings that leave his audiences horrified finally he begins writing what would have been the world s first great mystery masterpiece the mystery of edwin drood only to be interrupted forever by drood based on actual biographical events drood explores the still unresolved mysteries of one of our greatest writer s dark final days in a profoundly original tale that confirms lincoln child s assessment of new york times bestselling author dan simmons as a giant among novelists,Historical Fiction
the dark forest this is the second novel in remembrance of earth s past the near future trilogy written by china s multiple award winning science fiction author cixin liu in the dark forest earth is reeling from the revelation of a coming alien invasion four centuries in the future the aliens human collaborators have been defeated but the presence of the sophons the subatomic particles that allow trisolaris instant access to all human information means that earth s defense plans are exposed to the enemy only the human mind remains a secret this is the motivation for the wallfacer project a daring plan that grants four men enormous resources to design secret strategies hidden through deceit and misdirection from earth and trisolaris alike three of the wallfacers are influential statesmen and scientists but the fourth is a total unknown luo ji an unambitious chinese astronomer and sociologist is baffled by his new status all he knows is that he s the one wallfacer that trisolaris wants dead,Science Fiction
a hero for wondla eva nine has finally found what she has always been looking for other human beings having been rescued by hailey eva couldn t be happier and now hailey is taking eva and her friends to the human colony new attica where humans of all shapes and sizes live in apparent peace and harmony but all is not as idyllic as it seems,Science Fiction
beautiful player a bombshell bookworm a chronic casanova and a lesson in chemistry too scandalous for school when hanna bergstrom receives a lecture from her overprotective brother about neglecting her social life and burying herself in grad school she s determined to tackle his implied assignment get out make friends start dating and who better to turn her into the sultry siren every man wants than her brother s gorgeous best friend will sumner venture capitalist and unapologetic playboy will takes risks for a living but he s skeptical about this challenge of hanna s until the wild night his innocently seductive pupil tempts him into bed and teaches him a thing or two about being with a woman he can t forget now that hanna s discovered the power of her own sex appeal it s up to will to prove he s the only man she ll ever need,Romance
the push an alternative cover edition for this isbn can be found here a tense page turning psychological drama about the making and breaking of a family and a woman whose experience of motherhood is nothing at all what she hoped for and everything she feared blythe connor is determined that she will be the warm comforting mother to her new baby violet that she herself never had but in the thick of motherhood s exhausting early days blythe becomes convinced that something is wrong with her daughter she doesn t behave like most children do or is it all in blythe s head her husband fox says she s imagining things the more fox dismisses her fears the more blythe begins to question her own sanity and the more we begin to question what blythe is telling us about her life as well then their son sam is born and with him blythe has the blissful connection she d always imagined with her child even violet seems to love her little brother but when life as they know it is changed in an instant the devastating fall out forces blythe to face the truth the push is a tour de force you will read in a sitting an utterly immersive novel that will challenge everything you think you know about motherhood about what we owe our children and what it feels like when women are not believed,Thriller
the enormous crocodile the enormous crocodile is incredibly hungry and incredibly greedy his favorite meal is a plump juicy little child and he intends to gobble up as many of them as he can but when the other animals in the jungle join together to put an end to his nasty schemes the enormous crocodile learns a lesson he won t soon forget dahl s wicked humor is as delightful as ever in this new larger edition of a hilarious favorite illustrated by quentin blake,Fantasy
knife edge this thought provoking and often provocative look at racism is a sequel to the award winning noughts amp crosses for fourteen years sephy a singer struggles to raise her mixed race child in an apartheid society telling callie rose very little about her father and trying to make her mark in the music business where she also has to deal with prejudice but suddenly and dramatically callie discovers the truth about her parentage that her father callum was hanged for terrorism can mother and daughter heal the rift that now opens between them and can callie ignore the pain of the past as she takes her own steps towards her future this is a riveting and page turning novel for ages twelve and up that will confirm malorie blackman s status as one of today s top authors for young readers from the hardcover edition,Science Fiction
under milk wood a moving and hilarious account of a spring day in a small welsh coastal town under milk wood is lyrical impassioned and funny an our town given universality the new statesman and nation,Romance
the karma club madison kasparkova always thought she understood how karma works do good things and you ll be rewarded do something bad and karma will make sure you get what you deserve but when maddy s boyfriend cheats on her nothing bad comes his way that s why maddy starts the karma club to clean up the messes that the universe has left behind sometimes though it isn t wise to meddle with the universe it turns out karma often has plans of its own,Romance
city of girls life is both fleeting and dangerous and there is no point in denying yourself pleasure or being anything other than what you are beloved author elizabeth gilbert returns to fiction with a unique love story set in the new york city theater world during the 1940s told from the perspective of an older woman as she looks back on her youth with both pleasure and regret but mostly pleasure city of girls explores themes of female sexuality and promiscuity as well as the idiosyncrasies of true love in 1940 nineteen year old vivian morris has just been kicked out of vassar college owing to her lackluster freshman year performance her affluent parents send her to manhattan to live with her aunt peg who owns a flamboyant crumbling midtown theater called the lily playhouse there vivian is introduced to an entire cosmos of unconventional and charismatic characters from the fun chasing showgirls to a sexy male actor a grand dame actress a lady killer writer and no nonsense stage manager but when vivian makes a personal mistake that results in professional scandal it turns her new world upside down in ways that it will take her years to fully understand ultimately though it leads her to a new understanding of the kind of life she craves and the kind of freedom it takes to pursue it it will also lead to the love of her life a love that stands out from all the rest now ninety five years old and telling her story at last vivian recalls how the events of those years altered the course of her life and the gusto and autonomy with which she approached it at some point in a woman s life she just gets tired of being ashamed all the time she muses after that she is free to become whoever she truly is written with a powerful wisdom about human desire and connection city of girls is a love story like no other,Historical Fiction
the healing the pre civil war south comes brilliantly to life in this masterfully written novel about a mysterious and charismatic healer readers won t soon forget mississippi plantation mistress amanda satterfield loses her daughter to cholera after her husband refuses to treat her for what he considers to be a slave disease insane with grief amanda takes a newborn slave child as her own and names her granada much to the outrage of her husband and the amusement of their white neighbors troubled by his wife s disturbing mental state and concerned about a mysterious plague sweeping through his slave population master satterfield purchases polly shine a slave reputed to be a healer but polly s sharp tongue and troubling predictions cause unrest across the plantation complicating matters further polly recognizes the gift in granada the mistress s pet and a domestic battle of wills ensues seventy five years later granada now known as gran gran is still living on the plantation and must revive the buried memories of her past in order to heal a young girl abandoned to her care together they learn the power of story to heal the body the spirit and the soul rich in mood and atmosphere the healing is the kind of novel readers can t put down and can t wait to recommend once they ve finished this download includes a 30 minute bonus feature,Historical Fiction
the thief the king s scholar the magus believes he knows the site of an ancient treasure to attain it for his king he needs a skillful thief and he selects gen from the king s prison the magus is interested only in the thief s abilities what gen is interested in is anyone s guess their journey toward the treasure is both dangerous and difficult lightened only imperceptibly by the tales they tell of the old gods and goddesses megan whalen turner weaves gen s stories and gen s story together with style and verve in a novel that is filled with intrigue adventure and surprise,Historical Fiction
sea glass like the colorful pieces of sea glass washed up on shore opal has weathered rough waters and twisting currents but instead of finding a tranquil eddy opal is caught in a riptide her unique glass messengers which allow instant communication over vast distances have become a vital part of sitian society once used solely by the councilors and magicians other powerful factions are now vying for control control of the messengers equals control of sitia unfortunately that also means control of opal if that isn t enough of a problem opal s determination to prove blood magic is still being used is met with strong resistance the council doubts her her mentor doubts her and even her family is concerned when her world is turned upside down she begins to doubt herself in the end opal must decide who to believe who to trust and who has control otherwise she will shatter into a million pieces and be swept out by the tide,Fantasy
manufacturing consent the political economy of the mass media in this pathbreaking work edward s herman and noam chomsky show that contrary to the usual image of the news media as cantankerous obstinate and ubiquitous in their search for truth and defense of justice in their actual practice they defend the economic social and political agendas of the privileged groups that dominate domestic society the state and the global order based on a series of case studies including the media s dichotomous treatment of worthy versus unworthy victims legitimizing and meaningless third world elections and devastating critiques of media coverage of the u s wars against indochina herman and chomsky draw on decades of criticism and research to propose a propaganda model to explain the media s behavior and performance their new introduction updates the propaganda model and the earlier case studies and it discusses several other applications these include the manner in which the media covered the passage of the north american free trade agreement and subsequent mexican financial meltdown of 1994 1995 the media s handling of the protests against the world trade organization world bank and international monetary fund in 1999 and 2000 and the media s treatment of the chemical industry and its regulation what emerges from this work is a powerful assessment of how propagandistic the u s mass media are how they systematically fail to live up to their self image as providers of the kind of information that people need to make sense of the world and how we can understand their function in a radically new way,Historical Fiction
the trick to money is having some in this book stuart wilde shows you that money is merely a form of energy and that the difference between having it and not having it is merely a small but subtle shift in consciousness in fact one woman claims she won 1 7 million in the lottery using the techniques presented within these pages like his other highly successful books this work is chock full of useful information and practical ideas his breezy and comical style makes for effortless reading as you plot your path to complete financial freedom,Science Fiction
on the edge of the dark sea of darkness once in a cottage above the cliffs on the dark sea of darkness there lived three children and their trusty dog nugget janner igiby his brother tink their crippled sister leeli are gifted children as all children are loved well by a noble mother and ex pirate grandfather but they will need all their gifts and all that love to survive the evil pursuit of the venomous fangs of dang who have crossed the dark sea to rule the land with malice and pursue the igibys who hold the secret to the lost legend and jewels of good king wingfeather of the shining isle of anniera andrew peterson spins a quirky and riveting tale of the igibys extraordinary journey from glipwood s dragon day festival and a secret hidden in the books and crannies bookstore past the terrifying black carriage clutches of the horned hounds and loathsome toothy cows surrounding anklejelly manor through the glipwood forest and mysterious treehouse of peet the sock man known for a little softshoe and wearing tattered socks on his hands and arms to the very edge of the ice prairies full of characters rich in heart smarts and courage on the edge of the dark sea of darkness presents a world of wonder and a tale children of all ages will cherish families can read aloud and readers groups are sure to discuss for its layers of meaning about life s true treasure and tangle of the beautiful and horrible temporal and eternal and good and bad,Adventure
war of the twins one hundred years have passed since the fiery cataclysm that changed the face of krynn forever for one hundred years the people of krynn have struggled to survive but for some those one hundred years have passed in the blink of an eye catapulted forward in time by raistlin s powerful magic caramon and crysania find themselves aiding the mage s unholy quest to master the queen of darkness to his dismay raistlin discovers along the way that the annals of time are not so easily bent to his will neither are the longings of his heart,Fantasy
torture to her soul don t say it unless you mean it it s a simple concept one i ve said time and again but something people don t seem to comprehend you should choose every syllable carefully because you never know when somebody will hold you to your word somebody like me i m not a good man i m not i know i have enough darkness inside of me to rid the world of every stitch of light but there s one i could never harm one light i couldn t bring myself to snuff out karissa she thinks i m a monster and maybe i am i taunt her with my touch get a thrill out of torturing her soul but i m not the only one the world is full of monsters and i m not the most dangerous one out there not even close god help me i love her i do and god help anyone who tries to take her from me,Thriller
sent jonah and chip have barely adjusted to the discovery that they are actually the missing children of history when a time purist named jb sends them along with katherine and alex hurtling back in time to 1483 jb promises that if they can fix history they can all return to their present day lives now chip and alex have to reclaim their true identities as the king and prince of england but things get complicated when the four discover that according to the records the princes were murdered how can they fix history if it means that chip and alex will die margaret peterson haddix is the author of found the bestselling shadow children series uprising running out of time and many more,Historical Fiction
swamplandia from the celebrated twenty nine year old author of the everywhere heralded short story collection st lucy s home for girls raised by wolves comes a blazingly original debut novel that takes us back to the swamps of the florida everglades and introduces us to ava bigtree an unforgettable young heroine the bigtree alligator wrestling dynasty is in decline and swamplandia their island home and gator wrestling theme park formerly 1 in the region is swiftly being encroached upon by a fearsome and sophisticated competitor called the world of darkness ava s mother the park s indomitable headliner has just died her sister ossie has fallen in love with a spooky character known as the dredgeman who may or may not be an actual ghost and her brilliant big brother kiwi who dreams of becoming a scholar has just defected to the world of darkness in a last ditch effort to keep their family business from going under ava s father affectionately known as chief bigtree is awol and that leaves ava a resourceful but terrified thirteen to manage ninety eight gators and the vast inscrutable landscape of her own grief against a backdrop of hauntingly fecund plant life animated by ancient lizards and lawless hungers karen russell has written an utterly singular novel about a family s struggle to stay afloat in a world that is inexorably sinking an arrestingly beautiful and inventive work from a vibrant new voice in fiction,Fantasy
christy miller collection vol 1 the first twelve books in the popular christy miller series are now available in four treasured volumes bestselling author robin jones gunn packs each one with enough action romance and drama to keep you reading and wanting more it all starts the summer christy vacations on a california beach and meets two friends who change her life forever but after moving across the country with her family christy must begin her sophomore year of high school uncertain where she ll fit in a red headed new best friend a try at cheerleading a job at a pet store and expectations for the prom fill christy s high school years with a string of laughter and tears moments fireball katie keeps everyone guessing what she ll do next and surfer todd keeps showing up while popular rick has determined to get her full attention as these memorable years unfold christy and her god loving friends find out what it means to be a peculiar treasure follow christy miller as she stays true to her identity in christ drawing closer to god for help in realizing her dreams and dealing with her disappointments book details format box set publication date 12 22 2005 pages 496 reading level age 12 and up,Romance
oppression elyse knows what it means to keep a secret she s been keeping secrets her whole life two actually first that she ages five times slower than average people so that while she looks eighteen years old she s closer to eighty second that her blood has a mysterious power to heal for elyse these things don t make her special they make life dangerous after the death of her parents she s been careful to keep her secret as closely guarded as possible now only one other person in the world knows about her age and ability or so she thinks elyse is not the only one keeping secrets there are others like her all over the world descendants of the very people the greeks considered gods she is one of them and they have been waiting for her for a long time some are waiting for her to put an end to centuries of traditions that have oppressed their people under the guise of safeguarding them others are determined to keep her from doing just that but for elyse the game is just beginning and she s not entirely willing to play by their rules,Fantasy
preacher volume 1 gone to texas alternate cover edition one of the most celebrated comics titles of the late 1990s preacher is a modern american epic of life death love and redemption also packed with sex booze blood and bullets not to mention angels demons god vampires and deviants of all stripes at first glance the reverend jesse custer doesn t look like anyone special just another small town minister slowly losing his flock and his faith but he s about to come face to face with proof that god does indeed exist merging with a bizarre spiritual force called genesis jesse now possesses the power of the word an ability to make people do whatever he utters he begins a violent and riotous journey across the country in search of answers from the elusive deity collects preacher 1 7,Fantasy
it s called a breakup because it s broken the smart girl s break up buddy a must have manual for finding your way back to an even more rocking you greg and his wife amiira share their hilarious and helpful roadmap for getting past the heartache and back into the game from greg behrendt the co author of the smash two million copy bestseller he s just not that into you comes it s called a breakup because it s broken there s no doubt about it breakups suck but in the first few hours or days or weeks that follow there s one important truth you need to recognize some things can t and shouldn t be fixed especially that loser who dumped you or forced you to dump him starting right here right now it s time to dry your tears and open this book to chapter one and start turning your breakup into a breakover the ultimate survival guide to getting over mr wrong and reclaiming your inner superfox from how to put yourself through he tox to how to throw yourself a kick ass pity party and reframing reality seeing the relationship for what it was complete with an essential workbook to help you put your emotions down on paper and heal,Romance
the black unicorn poems the black unicorn is a collection of poems by a woman who adrienne rich writes for the complexity of her vision for her moral courage and the catalytic passion of her language has already become for many an indispensable poet rich continues refusing to be circumscribed by any simple identity audre lorde writes as a black woman a mother a daughter a lesbian a feminist a visionary poems of elemental wildness and healing nightmare and lucidity her rhythms and accents have the timelessness of a poetry which extends beyond white western politics beyond the anger and wisdom of black america beyond the north american earth to abomey and the dahomeyan amazons these are poems nourished in an oral tradition which also blaze and pulse on the page beneath the reader s eye,Romance
